#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	18	Light Green 5	6	Tfrc	10090.ENSMUSP00000023486	Transferrin receptor protein 1; Cellular uptake of iron occurs via receptor-mediated endocytosis of ligand-occupied transferrin receptor into specialized endosomes. Endosomal acidification leads to iron release. The apotransferrin-receptor complex is then recycled to the cell surface with a return to neutral pH and the concomitant loss of affinity of apotransferrin for its receptor. Transferrin receptor is necessary for development of erythrocytes and the nervous system (By similarity). Upon stimulation, positively regulates T and B cell proliferation through iron uptake; Belongs to th [...] 
MCL	18	Light Green 5	6	Vamp7	10090.ENSMUSP00000052262	Vesicle-associated membrane protein 7; Involved in the targeting and/or fusion of transport vesicles to their target membrane during transport of proteins from the early endosome to the lysosome. Required for heterotypic fusion of late endosomes with lysosomes and homotypic lysosomal fusion. Required for calcium regulated lysosomal exocytosis. Involved in the export of chylomicrons from the endoplasmic reticulum to the cis Golgi. Required for exocytosis of mediators during eosinophil and neutrophil degranulation, and target cell killing by natural killer cells. Required for focal exocy [...] 
MCL	19	Light Green 3	6	Dhcr24	10090.ENSMUSP00000038063	Delta(24)-sterol reductase; Catalyzes the reduction of the delta-24 double bond of sterol intermediates
MCL	19	Light Green 3	6	Dhcr7	10090.ENSMUSP00000073541	7-dehydrocholesterol reductase; Production of cholesterol by reduction of C7-C8 double bond of 7-dehydrocholesterol (7-DHC); Belongs to the ERG4/ERG24 family
MCL	19	Light Green 3	6	Lss	10090.ENSMUSP00000046856	Lanosterol synthase; Catalyzes the cyclization of (S)-2,3 oxidosqualene to lanosterol, a reaction that forms the sterol nucleus. Through the production of lanosterol may regulate lens protein aggregation and increase transparency
MCL	19	Light Green 3	6	Msmo1	10090.ENSMUSP00000034015	Methylsterol monooxygenase 1; Catalyzes the first step in the removal of the two C-4 methyl groups of 4,4-dimethylzymosterol; Belongs to the sterol desaturase family
MCL	19	Light Green 3	6	Nsdhl	10090.ENSMUSP00000033715	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating; Involved in the sequential removal of two C-4 methyl groups in post-squalene cholesterol biosynthesis; Belongs to the 3-beta-HSD family
MCL	19	Light Green 3	6	Sqle	10090.ENSMUSP00000022977	Squalene monooxygenase; Catalyzes the first oxygenation step in sterol biosynthesis and is suggested to be one of the rate-limiting enzymes in this pathway; Belongs to the squalene monooxygenase family
MCL	20	Light Green	5	Adh5	10090.ENSMUSP00000005964	Alcohol dehydrogenase class-3; Class-III ADH is remarkably ineffective in oxidizing ethanol, but it readily catalyzes the oxidation of long-chain primary alcohols and the oxidation of S-(hydroxymethyl) glutathione; Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily
MCL	20	Light Green	5	Adh7	10090.ENSMUSP00000087633	Alcohol dehydrogenase class 4 mu/sigma chain; Could function in retinol oxidation for the synthesis of retinoic acid, a hormone important for cellular differentiation
MCL	20	Light Green	5	Aldh9a1	10090.ENSMUSP00000028004	4-trimethylaminobutyraldehyde dehydrogenase; Converts gamma-trimethylaminobutyraldehyde into gamma- butyrobetaine; Belongs to the aldehyde dehydrogenase family
MCL	20	Light Green	5	Dgat1	10090.ENSMUSP00000023214	Diacylglycerol O-acyltransferase 1; Catalyzes the terminal and only committed step in triacylglycerol synthesis by using diacylglycerol and fatty acyl CoA as substrates. In contrast to DGAT2 it is not essential for survival. May be involved in VLDL (very low density lipoprotein) assembly. In liver, plays a role in esterifying exogenous fatty acids to glycerol. Functions as the major acyl-CoA retinol acyltransferase (ARAT) in the skin, where it acts to maintain retinoid homeostasis and prevent retinoid toxicity leading to skin and hair disorders
MCL	20	Light Green	5	Retsat	10090.ENSMUSP00000068568	All-trans-retinol 13,14-reductase; Catalyzes the saturation of all-trans-retinol to all- trans-13,14-dihydroretinol. Does not exhibit any activity toward all-trans-retinoic acid, nor 9-cis, 11-cis or 13- cis-retinol isomers. May play a role in the metabolism of vitamin A. Independently of retinol conversion, may regulate liver metabolism upstream of MLXIPL/ChREBP. Required for adipocyte differentiation in a 3T3-L1 cell culture model. This effect seems not to mimic the in vivo situation in which animals show increased adiposity in the absence of RETSAT; Belongs to the carotenoid/retinoi [...] 
MCL	21	Light Green 6	5	Vps16	10090.ENSMUSP00000028900	Vacuolar protein sorting-associated protein 16 homolog; Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways. Believed to act as a core component of the putative HOPS and CORVET endosomal tethering complexes which are proposed to be involved in the Rab5-to-Rab7 endosome conversion probably implicating MON1A/B, and via binding SNAREs and SNARE complexes to mediate tethering and docking events during SNARE-mediated membrane fusion. The HOPS complex is proposed to be recruited to Rab7 on the late  [...] 
MCL	21	Light Green 6	5	Vps18	10090.ENSMUSP00000036915	Vacuolar protein sorting-associated protein 18 homolog; Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways. Believed to act as a core component of the putative HOPS and CORVET endosomal tethering complexes which are proposed to be involved in the Rab5-to-Rab7 endosome conversion probably implicating MON1A/B, and via binding SNAREs and SNARE complexes to mediate tethering and docking events during SNARE-mediated membrane fusion. The HOPS complex is proposed to be recruited to Rab7 on the late  [...] 
MCL	21	Light Green 6	5	Vps33a	10090.ENSMUSP00000031388	Vacuolar protein sorting-associated protein 33A; Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways. Believed to act as a core component of the putative HOPS and CORVET endosomal tethering complexes which are proposed to be involved in the Rab5-to-Rab7 endosome conversion probably implicating MON1A/B, and via binding SNAREs and SNARE complexes to mediate tethering and docking events during SNARE-mediated membrane fusion. The HOPS complex is proposed to be recruited to Rab7 on the late endosom [...] 
MCL	21	Light Green 6	5	Vps39	10090.ENSMUSP00000099559	Vam6/Vps39-like protein; May play a role in clustering and fusion of late endosomes and lysosomes (By similarity). Regulator of TGF- beta/activin signaling, inhibiting SMAD3- and activating SMAD2- dependent transcription. Acts by interfering with SMAD3/SMAD4 complex formation, this would lead to inhibition of SMAD3- dependent transcription and relieve SMAD3 inhibition of SMAD2- dependent promoters, thus increasing SMAD2-dependent transcription (By similarity); Belongs to the VAM6/VPS39 family
MCL	21	Light Green 6	5	Vps41	10090.ENSMUSP00000072729	Vacuolar protein sorting-associated protein 41 homolog; Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways. Believed to act in part as a core component of the putative HOPS endosomal tethering complex is proposed to be involved in the Rab5-to-Rab7 endosome conversion probably implicating MON1A/B, and via binding SNAREs and SNARE complexes to mediate tethering and docking events during SNARE- mediated membrane fusion. The HOPS complex is proposed to be recruited to Rab7 on the late endosomal m [...] 
MCL	22	Light Green 9	5	Gpaa1	10090.ENSMUSP00000023221	Glycosylphosphatidylinositol anchor attachment 1 protein; Essential for GPI-anchoring of precursor proteins but not for GPI synthesis. Acts before or during formation of the carbonyl intermediate
MCL	22	Light Green 9	5	Pgap1	10090.ENSMUSP00000095346	GPI inositol-deacylase; Involved in inositol deacylation of GPI-anchored proteins. GPI inositol deacylation may important for efficient transport of GPI-anchored proteins from the endoplasmic reticulum to the Golgi (By similarity)
MCL	22	Light Green 9	5	Pigk	10090.ENSMUSP00000045351	Phosphatidylinositol glycan anchor biosynthesis, class K
MCL	22	Light Green 9	5	Pigt	10090.ENSMUSP00000099390	GPI transamidase component PIG-T; Component of the GPI transamidase complex. Essential for transfer of GPI to proteins, particularly for formation of carbonyl intermediates (By similarity)
MCL	22	Light Green 9	5	Pigu	10090.ENSMUSP00000076816	Phosphatidylinositol glycan anchor biosynthesis class U protein; Component of the GPI transamidase complex. May be involved in the recognition of either the GPI attachment signal or the lipid portion of GPI (By similarity); Belongs to the PIGU family
MCL	23	Light Green 10	5	B3glct	10090.ENSMUSP00000097972	Beta-1,3-glucosyltransferase; O-glucosyltransferase that transfers glucose toward fucose with a beta-1,3 linkage. Specifically glucosylates O-linked fucosylglycan on TSP type-1 domains of proteins, thereby contributing to elongation of O-fucosylglycan (By similarity); Belongs to the glycosyltransferase 31 family
MCL	23	Light Green 10	5	Islr	10090.ENSMUSP00000045142	Immunoglobulin superfamily containing leucine-rich repeat
MCL	23	Light Green 10	5	Pcyox1l	10090.ENSMUSP00000025472	Prenylcysteine oxidase-like; Probable oxidoreductase
MCL	23	Light Green 10	5	Sccpdh	10090.ENSMUSP00000040956	Saccharopine dehydrogenase-like oxidoreductase; Saccharopine dehydrogenase (putative); Belongs to the saccharopine dehydrogenase family
MCL	23	Light Green 10	5	Thbs1	10090.ENSMUSP00000044903	Thrombospondin-1; Adhesive glycoprotein that mediates cell-to-cell and cell-to-matrix interactions. Binds heparin. May play a role in dentinogenesis and/or maintenance of dentin and dental pulp. Ligand for CD36 mediating antiangiogenic properties (By similarity). Plays a role in ER stress response, via its interaction with the activating transcription factor 6 alpha (ATF6) which produces adaptive ER stress response factors
MCL	24	Medium Aqua Marine	4	Ppp2r5a	10090.ENSMUSP00000070726	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform; The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment; Belongs to the phosphatase 2A regulatory subunit B56 family
MCL	24	Medium Aqua Marine	4	Ppp2r5b	10090.ENSMUSP00000025695	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform; As the regulatory component of the serine/threonine- protein phosphatase 2A (PP2A) holoenzyme, modulates substrate specificity, subcellular localization, and responsiveness to phosphorylation. The phosphorylated form mediates the interaction between PP2A and AKT1, leading to AKT1 dephosphorylation
MCL	24	Medium Aqua Marine	4	Taok1	10090.ENSMUSP00000055470	Serine/threonine-protein kinase TAO1; Serine/threonine-protein kinase involved in various processes such as p38/MAPK14 stress-activated MAPK cascade, DNA damage response and regulation of cytoskeleton stability. Phosphorylates MAP2K3, MAP2K6 and MARK2. Acts as an activator of the p38/MAPK14 stress-activated MAPK cascade by mediating phosphorylation and subsequent activation of the upstream MAP2K3 and MAP2K6 kinases. Involved in G-protein coupled receptor signaling to p38/MAPK14. In response to DNA damage, involved in the G2/M transition DNA damage checkpoint by activating the p38/MAPK1 [...] 
MCL	24	Medium Aqua Marine	4	Wdr82	10090.ENSMUSP00000020490	WD repeat-containing protein 82; Regulatory component of the SET1 complex implicated in the tethering of this complex to transcriptional start sites of active genes. Facilitates histone H3 'Lys-4' methylation via recruitment of the SETD1A or SETD1B to the 'Ser-5' phosphorylated C-terminal domain (CTD) of RNA polymerase II large subunit (POLR2A). Component of PTW/PP1 phosphatase complex, which plays a role in the control of chromatin structure and cell cycle progression during the transition from mitosis into interphase. Possible role in telomere length maintenance and in mRNA processin [...] 
MCL	25	Aquamarine 8	4	Chpt1	10090.ENSMUSP00000112708	Cholinephosphotransferase 1; Catalyzes phosphatidylcholine biosynthesis from CDP- choline. It thereby plays a central role in the formation and maintenance of vesicular membranes (By similarity)
MCL	25	Aquamarine 8	4	Ept1	10090.ENSMUSP00000118368	Ethanolaminephosphotransferase 1; Catalyzes phosphatidylethanolamine biosynthesis from CDP-ethanolamine. It thereby plays a central role in the formation and maintenance of vesicular membranes. Involved in the formation of phosphatidylethanolamine via 'Kennedy' pathway (By similarity)
MCL	25	Aquamarine 8	4	Lpcat3	10090.ENSMUSP00000004381	Lysophospholipid acyltransferase 5; Acyltransferase which mediates the conversion of lysophosphatidylcholine (1-acyl-sn-glycero-3-phosphocholine or LPC) into phosphatidylcholine (1,2-diacyl-sn-glycero-3- phosphocholine or PC) (LPCAT activity). To a lesser extent, also catalyzes the acylation of lysophosphatidylethanolamine (1-acyl- sn-glycero-3-phosphoethanolamine or LPE) into phosphatidylethanolamine (1,2-diacyl-sn-glycero-3- phosphoethanolamine or PE) (LPEAT activity), and the conversion of lysophosphatidylserine (1-acyl-2-hydroxy-sn-glycero-3-phospho-L- serine or LPS) into phosphati [...] 
MCL	25	Aquamarine 8	4	Ptdss2	10090.ENSMUSP00000026568	Phosphatidylserine synthase 2; Catalyzes a base-exchange reaction in which the polar head group of phosphatidylethanolamine (PE) or phosphatidylcholine (PC) is replaced by L-serine. PTDSS2 is specific for phosphatatidylethanolamine and does not act on phosphatidylcholine; Belongs to the phosphatidyl serine synthase family
MCL	26	Aquamarine 7	4	Ldhb	10090.ENSMUSP00000032373	Lactate dehydrogenase B; Belongs to the LDH/MDH superfamily. LDH family
MCL	26	Aquamarine 7	4	Me1	10090.ENSMUSP00000034989	Malic enzyme 1, NADP(+)-dependent, cytosolic
MCL	26	Aquamarine 7	4	Nme3	10090.ENSMUSP00000024978	Nucleoside diphosphate kinase 3; Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate. Probably has a role in normal hematopoiesis by inhibition of granulocyte differentiation and induction of apoptosis (By similarity)
MCL	26	Aquamarine 7	4	Pkm	10090.ENSMUSP00000034834	Pyruvate kinase PKM; Glycolytic enzyme that catalyzes the transfer of a phosphoryl group from phosphoenolpyruvate (PEP) to ADP, generating ATP. Stimulates POU5F1-mediated transcriptional activation (By similarity)
MCL	27	Aquamarine 5	4	Elovl1	10090.ENSMUSP00000006557	Elongation of very long chain fatty acids protein 1; Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. Condensing enzyme that exhibits activity toward saturated C18 to C26 acyl-CoA substrates, with the highest activity towards C22:0 acyl-CoA. May participate in the production of both saturated and monounsaturated VLCFAs of different chain lengths that are involve [...] 
MCL	27	Aquamarine 5	4	Hsd17b12	10090.ENSMUSP00000028619	Very-long-chain 3-oxoacyl-CoA reductase; Catalyzes the second of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. This enzyme has a 3-ketoacyl-CoA reductase activity, reducing 3- ketoacyl-CoA to 3-hydroxyacyl-CoA, within each cycle of fatty acid elongation. Thereby, it may participate in the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of memb [...] 
MCL	27	Aquamarine 5	4	Ptplad1	10090.ENSMUSP00000044955	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3; Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids/VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates in the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precurs [...] 
MCL	27	Aquamarine 5	4	Tmco1	10090.ENSMUSP00000095081	Calcium load-activated calcium channel; Calcium-selective channel required to prevent calcium stores from overfilling, thereby playing a key role in calcium homeostasis. In response to endoplasmic reticulum overloading, assembles into a homotetramer, forming a functional calcium-selective channel, regulating the calcium content in endoplasmic reticulum store; Belongs to the TMCO1 family
MCL	28	Aquamarine 3	4	Rab24	10090.ENSMUSP00000046188	Ras-related protein Rab-24; May be involved in autophagy-related processes; Belongs to the small GTPase superfamily. Rab family
MCL	28	Aquamarine 3	4	Rab3a	10090.ENSMUSP00000105719	Ras-related protein Rab-3A; Involved in exocytosis by regulating a late step in synaptic vesicle fusion. Could play a role in neurotransmitter release by regulating membrane flow in the nerve terminal (By similarity); Belongs to the small GTPase superfamily. Rab family
MCL	28	Aquamarine 3	4	Rab3d	10090.ENSMUSP00000113322	Ras-related protein Rab-3D; Protein transport. Probably involved in vesicular traffic (By similarity). May be involved in the insulin-induced exocytosis of glut4-containing vesicles in adipocytes; Belongs to the small GTPase superfamily. Rab family
MCL	28	Aquamarine 3	4	Rab8b	10090.ENSMUSP00000041857	Ras-related protein Rab-8B; The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different sets of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. That Rab may be involved in polarized vesicular trafficking and neurotransmitter release. May participate in cell junction dynamics in Sertoli cells (By similarity)
MCL	29	Aquamarine	4	Cyfip1	10090.ENSMUSP00000032629	Cytoplasmic FMR1-interacting protein 1; Component of the CYFIP1-EIF4E-FMR1 complex which binds to the mRNA cap and mediates translational repression. In the CYFIP1-EIF4E-FMR1 complex this subunit is an adapter between EIF4E and FMR1. Promotes the translation repression activity of FMR1 in brain probably by mediating its association with EIF4E and mRNA (By similarity). Regulates formation of membrane ruffles and lamellipodia. Plays a role in axon outgrowth. Binds to F-actin but not to RNA. Part of the WAVE complex that regulates actin filament reorganization via its interaction with the [...] 
MCL	29	Aquamarine	4	Elmo2	10090.ENSMUSP00000071619	Engulfment and cell motility protein 2; Involved in cytoskeletal rearrangements required for phagocytosis of apoptotic cells and cell motility. Acts in association with DOCK1 and CRK. Was initially proposed to be required in complex with DOCK1 to activate Rac Rho small GTPases. May enhance the guanine nucleotide exchange factor (GEF) activity of DOCK1 (By similarity)
MCL	29	Aquamarine	4	Mettl7a1	10090.ENSMUSP00000065271	Methyltransferase like 7A1
MCL	29	Aquamarine	4	Nckap1	10090.ENSMUSP00000028386	Nck-associated protein 1; Part of the WAVE complex that regulates lamellipodia formation. The WAVE complex regulates actin filament reorganization via its interaction with the Arp2/3 complex. Actin remodeling activity is regulated by RAC1. As component of the WAVE1 complex, required for BDNF-NTRK2 endocytic trafficking and signaling from early endosomes; Belongs to the HEM-1/HEM-2 family
MCL	30	Cyan	4	Ormdl1	10090.ENSMUSP00000027266	ORM1-like protein 1; Negative regulator of sphingolipid synthesis
MCL	30	Cyan	4	Ormdl2	10090.ENSMUSP00000026409	ORM1-like protein 2; Negative regulator of sphingolipid synthesis
MCL	30	Cyan	4	Sptlc1	10090.ENSMUSP00000021920	Serine palmitoyltransferase 1; Serine palmitoyltransferase (SPT). The heterodimer formed with SPTLC2 or SPTLC3 constitutes the catalytic core. The composition of the serine palmitoyltransferase (SPT) complex determines the substrate preference. The SPTLC1-SPTLC2-SPTSSA complex shows a strong preference for C16-CoA substrate, while the SPTLC1-SPTLC3-SPTSSA isozyme uses both C14-CoA and C16-CoA as substrates. The SPTLC1-SPTLC2-SPTSSB complex displays a strong preference for C18-CoA substrate, while the SPTLC1-SPTLC3-SPTSSB isozyme has the ability to use a broader range of acyl-CoAs (By s [...] 
MCL	30	Cyan	4	Sptlc2	10090.ENSMUSP00000021424	Serine palmitoyltransferase 2; Serine palmitoyltransferase (SPT). The heterodimer formed with LCB1/SPTLC1 constitutes the catalytic core. The composition of the serine palmitoyltransferase (SPT) complex determines the substrate preference. The SPTLC1-SPTLC2-SPTSSA complex shows a strong preference for C16-CoA substrate, while the SPTLC1-SPTLC2-SPTSSB complex displays a preference for C18-CoA substrate (By similarity)
MCL	31	Aquamarine 2	4	Ano6	10090.ENSMUSP00000071770	Anoctamin-6; Small-conductance calcium-activated nonselective cation (SCAN) channel which acts as a regulator of phospholipid scrambling in platelets, osteoblasts and fetal thymocytes. Phospholipid scrambling results in surface exposure of phosphatidylserine which in platelets is essential to trigger the clotting system whereas in osteoblasts is essential for the deposition of hydroxyapatite during bone mineralization. Has calcium-dependent phospholipid scramblase activity; scrambles phosphatidylserine, phosphatidylcholine and galactosylceramide. Can generate outwardly rectifying chlor [...] 
MCL	31	Aquamarine 2	4	Hgsnat	10090.ENSMUSP00000040356	Heparan-alpha-glucosaminide N-acetyltransferase; Lysosomal acetyltransferase that acetylates the non- reducing terminal alpha-glucosamine residue of intralysosomal heparin or heparan sulfate, converting it into a substrate for luminal alpha-N-acetyl glucosaminidase
MCL	31	Aquamarine 2	4	Mlec	10090.ENSMUSP00000107749	Malectin; Carbohydrate-binding protein with a strong ligand preference for Glc2-N-glycan. May play a role in the early steps of protein N-glycosylation (By similarity)
MCL	31	Aquamarine 2	4	Ormdl3	10090.ENSMUSP00000053056	ORM1-like protein 3; Negative regulator of sphingolipid synthesis. May indirectly regulate endoplasmic reticulum-mediated Ca(+2) signaling (By similarity)
MCL	32	Aquamarine 4	4	Slc11a2	10090.ENSMUSP00000023774	Natural resistance-associated macrophage protein 2; May serve to import iron into the mitochondria (By similarity). Important in metal transport, in particular iron. Involved in apical iron uptake into duodenal enterocytes. Involved in iron transport from acidified endosomes into the cytoplasm of erythroid precursor cells. May play an important role in hepatic iron accumulation and tissue iron distribution
MCL	32	Aquamarine 4	4	Vps26a	10090.ENSMUSP00000090130	Vacuolar protein sorting-associated protein 26A; Acts as component of the retromer cargo-selective complex (CSC). The CSC is believed to be the core functional component of retromer or respective retromer complex variants acting to prevent missorting of selected transmembrane cargo proteins into the lysosomal degradation pathway. The recruitment of the CSC to the endosomal membrane involves RAB7A and SNX3.The SNX-BAR retromer mediates retrograde transport of cargo proteins from endosomes to the trans-Golgi network (TGN) and is involved in endosome-to-plasma membrane transport for cargo [...] 
MCL	32	Aquamarine 4	4	Vps29	10090.ENSMUSP00000121020	Vacuolar protein sorting-associated protein 29; Acts as component of the retromer cargo-selective complex (CSC). The CSC is believed to be the core functional component of retromer or respective retromer complex variants acting to prevent missorting of selected transmembrane cargo proteins into the lysosomal degradation pathway. The recruitment of the CSC to the endosomal membrane involves RAB7A and SNX3. The SNX-BAR retromer mediates retrograde transport of cargo proteins from endosomes to the trans-Golgi network (TGN) and is involved in endosome-to-plasma membrane transport for cargo [...] 
MCL	32	Aquamarine 4	4	Wls	10090.ENSMUSP00000067898	Protein wntless homolog; Regulates Wnt proteins sorting and secretion in a feedback regulatory mechanism. This reciprocal interaction plays a key role in the regulation of expression, subcellular location, binding and organelle-specific association of Wnt proteins. Plays also an important role in establishment of the anterior-posterior body axis formation during development
MCL	33	Aquamarine 6	4	Derl2	10090.ENSMUSP00000117052	Derlin-2; Functional component of endoplasmic reticulum-associated degradation (ERAD) for misfolded lumenal glycoproteins, but not that of misfolded nonglycoproteins. May act by forming a channel that allows the retrotranslocation of misfolded glycoproteins into the cytosol where they are ubiquitinated and degraded by the proteasome. May mediate the interaction between VCP and misfolded glycoproteins. May also be involved in endoplasmic reticulum stress-induced pre-emptive quality control, a mechanism that selectively attenuates the translocation of newly synthesized proteins into the  [...] 
MCL	33	Aquamarine 6	4	Erlin2	10090.ENSMUSP00000033873	Erlin-2; Component of the ERLIN1/ERLIN2 complex which mediates the endoplasmic reticulum-associated degradation (ERAD) of inositol 1,4,5-trisphosphate receptors (IP3Rs) such as ITPR1. Promotes sterol-accelerated ERAD of HMGCR probably implicating an AMFR/gp78-containing ubiquitin ligase complex. Involved in regulation of cellular cholesterol homeostasis by regulation the SREBP signaling pathway. May promote ER retention of the SCAP- SREBF complex (By similarity); Belongs to the band 7/mec-2 family
MCL	33	Aquamarine 6	4	Esyt1	10090.ENSMUSP00000026427	Extended synaptotagmin-1; Binds glycerophospholipids in a barrel-like domain and may play a role in cellular lipid transport (By similarity). Binds calcium (via the C2 domains) and translocates to sites of contact between the endoplasmic reticulum and the cell membrane in response to increased cytosolic calcium levels. Helps tether the endoplasmic reticulum to the cell membrane and promotes the formation of appositions between the endoplasmic reticulum and the cell membrane (By similarity)
MCL	33	Aquamarine 6	4	Syvn1	10090.ENSMUSP00000114843	E3 ubiquitin-protein ligase synoviolin; Acts as an E3 ubiquitin-protein ligase which accepts ubiquitin specifically from endoplasmic reticulum-associated UBC7 E2 ligase and transfers it to substrates, promoting their degradation. Component of the endoplasmic reticulum quality control (ERQC) system also called ER-associated degradation (ERAD) involved in ubiquitin-dependent degradation of misfolded endoplasmic reticulum proteins. Also promotes the degradation of normal but naturally short-lived proteins such as SGK. Protects cells from ER stress-induced apoptosis. Sequesters p53/TP53 in [...] 
MCL	34	Sky Blue 9	4	Exoc2	10090.ENSMUSP00000100010	Exocyst complex component 2; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane; Belongs to the SEC5 family
MCL	34	Sky Blue 9	4	Exoc5	10090.ENSMUSP00000125434	Exocyst complex component 5; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane
MCL	34	Sky Blue 9	4	Exoc6	10090.ENSMUSP00000064332	Exocyst complex component 6; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane. Together with RAB11A, RAB3IP, RAB8A, PARD3, PRKCI, ANXA2, CDC42 and DNMBP promotes transcytosis of PODXL to the apical membrane initiation sites (AMIS), apical surface formation and lumenogenesis; Belongs to the SEC15 family
MCL	34	Sky Blue 9	4	Myo5a	10090.ENSMUSP00000116028	Unconventional myosin-Va; Processive actin-based motor that can move in large steps approximating the 36-nm pseudo-repeat of the actin filament. Involved in melanosome transport. Also mediates the transport of vesicles to the plasma membrane. May also be required for some polarization process involved in dendrite formation; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
MCL	35	Sky Blue 8	3	Aox1	10090.ENSMUSP00000001027	Aldehyde oxidase 1; Oxidase with broad substrate specificity, oxidizing aromatic azaheterocycles, such as N1-methylnicotinamide, N- methylphthalazinium and phthalazine, as well as aldehydes, such as benzaldehyde, retinal, pyridoxal, and vanillin. Plays a role in the metabolism of xenobiotics and drugs containing aromatic azaheterocyclic substituents. Participates in the bioactivation of prodrugs such as famciclovir, catalyzing the oxidation step from 6-deoxypenciclovir to penciclovir, which is a potent antiviral agent. Also plays a role in the reductive metabolism of the xenobiotic imi [...] 
MCL	35	Sky Blue 8	3	Hsd11b1	10090.ENSMUSP00000016338	Corticosteroid 11-beta-dehydrogenase isozyme 1; Catalyzes reversibly the conversion of cortisol to the inactive metabolite cortisone
MCL	35	Sky Blue 8	3	Ugt1a7c	10090.ENSMUSP00000058683	UDP-glucuronosyltransferase 1-7C; UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. Conjugates small planar phenolic molecules such as 4-nitrophenol, 1-naphthol, and 4-methylumbelliferone. The bulky phenol 4-hydroxybiphenyl, androgens and estrogens are not substrates. 2-hydroxybiphenyl is an excellent substrate; Belongs to the UDP-glycosyltransferase family
MCL	36	Sky Blue 5	3	Bckdhb	10090.ENSMUSP00000139684	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial; The branched-chain alpha-keto dehydrogenase complex catalyzes the overall conversion of alpha-keto acids to acyl-CoA and CO(2). It contains multiple copies of three enzymatic components: branched-chain alpha-keto acid decarboxylase (E1), lipoamide acyltransferase (E2) and lipoamide dehydrogenase (E3)
MCL	36	Sky Blue 5	3	Dhtkd1	10090.ENSMUSP00000092769	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial; The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2). It contains multiple copies of three enzymatic components: 2- oxoglutarate dehydrogenase (E1), dihydrolipoamide succinyltransferase (E2) and lipoamide dehydrogenase (E3) (By similarity)
MCL	36	Sky Blue 5	3	Ogdh	10090.ENSMUSP00000003461	2-oxoglutarate dehydrogenase, mitochondrial; The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2). It contains multiple copies of three enzymatic components: 2- oxoglutarate dehydrogenase (E1), dihydrolipoamide succinyltransferase (E2) and lipoamide dehydrogenase (E3)
MCL	37	Sky Blue 3	3	Acly	10090.ENSMUSP00000103012	ATP-citrate synthase; ATP-citrate synthase is the primary enzyme responsible for the synthesis of cytosolic acetyl-CoA in many tissues. Has a central role in de novo lipid synthesis. In nervous tissue it may be involved in the biosynthesis of acetylcholine (By similarity); In the N-terminal section; belongs to the succinate/malate CoA ligase beta subunit family
